typification	typificationLabel
Q193532	5266c82f-a990-4990-be9a-3eb059370e2c: isotype of Boronia thedae R.L.Barrett, M.D.Barrett & Duretto
Q193533	5266d879-c04a-4062-b288-2185bb354857: isotype of Wedelia incarnata subsp. villosa Standl.
Q193534	5268809e-6b7f-425c-b9e7-21936f1214c0: holotype of Brachyscome casstiana P.S.Short
Q193535	526980d5-23a9-46ea-aad1-1297f648e41c: holotype of Bunochilus lineatus D.L.Jones
Q193536	526ba152-041b-4907-8b99-c067e7709f21: holotype of Utricularia hamata R.W.Jobson & M.D.Barrett
Q193537	526f8a9f-a72b-4023-a5dd-5673e26e6a83: isotype of Tillandsia pectinata André
Q193538	52745d2c-c2dc-49ad-a441-05bb52ff9f94: isotype of Cordiera myrciifolia var. barbata C.H.Perss. & Delprete
Q193539	52778902-d2ed-4442-849a-c94a6908ec0c: holotype of Sclerolobium rigidum J.F.Macbr.
Q193540	527b61d3-e6aa-458e-8512-ef6b71ba600a: holotype of Isocarpha fistulosa D.J.Keil & Stuessy
Q193551	597e1f21-4fc4-42e2-b69e-1f07ce598e52: isotype of Oparanthus tiva W.L.Wagner & Lorence
Q193552	597e511897af9fbbae3ee433830d904c: holotype of Parathesis kochii Lundell
Q193553	5980023: holotype of Turnera gouveiana Arbo
Q193554	5980131: isotype of Egeria heterostemon S.Koehler & C.P.Bove
Q193555	5980145: holotype of Mimosa eurystegia Barneby ex M.Morales, Ribas & Santos-Silva
Q193556	5980213: holotype of Vernonia gertii Dematt.
Q193557	5980352: holotype of Poiretia mattogrossensis Cl.Müll.
Q193558	5980356: isotype of Oxypetalum helios Farinaccio
Q193559	5980372: isotype of Davilla sessilifolia Fraga
Q193560	5980377: isotype of Chamaecrista speciosa Conc., L.P.Queiroz & G.P.Lewis
Q193561	5980403: holotype of Ouratea claudei Salvador, E.P.Santos & Cervi
Q193562	5980421: isotype of Ilex prostrata Groppo
Q193563	5980507: isotype of Encholirium maximum Forzza & Leme
Q193564	5980513: holotype of Diplopterys bahiana W.R.Anderson & C.Davis
Q193565	5980523: isotype of Solanum aparadense L.A.Mentz & M.Nee
Q193566	5980605: isotype of Tetrapterys catarinensis W.R.Anderson
Q193567	5980787: isotype of Mikania oreophila M.R.Ritter & Miotto
Q193568	5980915: holotype of Trembleya acuminata R.B.Pacifico & Fidanza
Q193569	5980999: isotype of Ocotea sperata P.L.R.Moraes & van der Werff
Q193570	59809ddf-d3b8-4c4b-8836-e98cb59f850e: isotype of Mimosa setosa var. metadenotricha Barneby
Q193571	5980ccb1-0357-4a9c-b398-92c087ea1c01: isotype of Quercus tuitensis L.M.González
Q193572	5981040: isotype of Dendropanax amorimii Fiaschi
Q193573	5981041: isotype of Dendropanax bahiensis Fiaschi
Q193574	5981054: holotype of Ctenitis bigarellae Schwartsb., Labiak & Salino
Q193575	5981055: isotype of Lupinus reitzii Burkart ex M.Pinheiro & Miotto
Q193576	5981063: holotype of Cnidoscolus ceballosii Fern.Casas
Q193577	5981107: isotype of Physeterostemon fiaschii R.Goldenb. & Amorim
Q193578	5981130: holotype of Lepidaploa scintillans Dematt. & D.Marques
Q193579	5981131: holotype of Lepidagathis wasshausenii Kameyama
Q193580	5981163: holotype of Trembleya botaensis R.B.Pacifico & Fidanza
Q193581	5981166: holotype of Paspalum perspicinervium Renvoize
Q193582	5981171: holotype of Hyptis imbricatiformis Harley
Q193583	5981236: holotype of Philodendron uliginosum Mayo
Q193584	5981288: holotype of Byttneria lasiophylla Cristóbal
Q193585	5981293: isotype of Senna bracteosa D.B.O.S.Cardoso & L.P.Queiroz
Q193586	5981339: isotype of Cryptocarya botelhensis P.L.R.Moraes
Q193587	5981349: isotype of Sauvagesia paniculata D.B.O.S.Cardoso & A.A.Conc.
Q193588	5981350: isotype of Faramea biflora J.G.Jardim & Zappi
Q193589	5981413: isotype of Luetzelburgia purpurea D.B.O.S.Cardoso, L.P.Queiroz & H.C.Lima
Q193590	5981449: isotype of Dichorisandra paranaensis D.Maia, Cervi & Tardivo
Q193591	5981450: holotype of Plantago corvensis Hassemer
Q193592	5981567: isotype of Elvasia capixaba Fraga & Saavedra
Q193593	5981579: holotype of Mimosa gatesiae Barneby
Q193594	5981582: holotype of Mimosa thomista Barneby
Q193595	5981595: holotype of Heteropterys hatschbachii W.R.Anderson
Q193596	5981639: isotype of Matelea quindecimlobata Farinaccio & W.D.Stevens
Q193597	5981640: isotype of Galipea carinata Pirani
Q193598	5981901: holotype of Turnera collotricha Arbo
Q193599	5981bec3-60ab-414b-8b0f-73dbe78c3a9b: isotype of Hibiscus marioniae Dorr
Q193600	5982059: isotype of Chevreulia revoluta A.A.Schneid. & R.Trevis.
Q193601	5982171: isotype of Sida teresinensis Krapov.
Q193602	5982177: isotype of Calibrachoa irgangiana Stehmann
Q193603	5982235: isotype of Calliandra paganuccii E.R.Souza
Q193604	5982236: isotype of Sauvagesia lagevianae D.B.O.S.Cardoso
Q193605	5982291: holotype of Uleiorchis prataensis Engels & E.C.Smidt
Q193606	5982303: holotype of Sisyrinchium purpurellum subsp. trichospathum Ravenna
Q193607	5982304: holotype of Sisyrinchium pendulum Ravenna
Q193608	5982321: holotype of Hyptis digitata Harley
Q193609	5982322: holotype of Salvia aliciae E.P.Santos
Q193610	5982342: holotype of Mollinedia hatschbachii Peixoto
Q193611	5982344: holotype of Mimosa bathyrrhena Barneby
Q193612	5982353: isotype of Sacoila cerradicola Meneguzzo
Q193613	5982367: isotype of Maytenus mucugensis Carv.-Okano ex Biral & Groppo
Q193614	5982374: isotype of Microstachys nana M.J.Silva & Esser
Q193615	5982375: holotype of Pitcairnia torresiana var. glaberrima E.Pereira
Q193616	5982377: holotype of Lavoisiera mucugensis Wurdack
Q193617	5982388: holotype of Ouratea hatschbachii K.Yamam.
Q193618	5982460: holotype of Mimosa atlantica Barneby
Q193619	5983098: holotype of Mcvaughia bahiana W.R.Anderson
Q193620	5983101: holotype of Pfaffia argyrea Pedersen
Q193631	5982768: holotype of Stenandrium goiasense Wassh.
Q193632	5982971: holotype of Cyrtopodium hatschbachii Pabst
Q193633	5982980: isotype of Oxalis cerradoana Lourteig
Q193634	5982eda1-79b0-4d57-87c6-55f3c3bc06b7: holotype of Ranunculus amplus N.G.Walsh & B.G.Briggs
Q193621	5983103: isotype of Staelia hatschbachii J.H.Kirkbr.
Q193622	5983141: holotype of Heteropterys caducibracteata W.R.Anderson
Q193623	5983143: holotype of Poiretia bahiana Cl.Müll.
Q193624	5983193: holotype of Chamaecrista fodinarum H.S.Irwin & Barneby
Q193625	5983300: holotype of Solanum gertii S.Knapp
Q193626	5983335: holotype of Mandevilla hatschbachii M.F.Sales, Kin.-Gouv. & A.O.Simões
Q193627	5983496: holotype of Chamaecrista rupestrium H.S.Irwin & Barneby
Q193628	5983502: isotype of Cnidoscolus conicus Fern.Casas & J.M.Pizarro
Q193629	5982724: holotype of Solanum pseudodaphnopsis L.A.Mentz & Stehmann
Q193630	5982761: holotype of Mimosa thermarum Barneby
Q193635	5983032: isotype of Heteropterys occhionii Amorim
Q193636	5983039: holotype of Sida oblonga Bovini
Q193637	5983074: holotype of Senecio gertii Zardini
Q193638	5983093: holotype of Stenandrium hatschbachii Wassh.
Q193639	5983508: holotype of Mimosa urticaria Barneby
Q193640	5983550: holotype of Lophopterys floribunda W.R.Anderson & C.Davis
Q193641	5983597: isotype of Piriqueta constellata Arbo
Q193642	5983695: holotype of Mimosa reduviosa Barneby
Q193643	6369606: isotype of Matayba obovata R.L.G.Coelho, V.C.Souza & Ferrucci
Q193644	6369854: holotype of Phyllanthus gongyloides Cordeiro & Carn.-Torres
Q193645	636b8a08-49e6-43ce-a7df-e1f2e72ff7b8: holotype of Cyathea boliviana R.M.Tryon
Q193646	636beba1-30ad-4cfa-a955-9edc6f459c3a: isotype of Nemophila hoplandensis C.M.Barr
Q193647	636d2fbd-b41c-46fe-9b16-095ceba2e30d: isotype of Cyperus alaticaulis R.Booth, D.J.Moore & Hodgon
Q193648	636f03c2-f616-44dd-8202-0c51b1cbe3a1: holotype of Hypericum beamanii N.Robson
Q193649	63705615-2894-4539-8844-ee8fee33523f: holotype of Senecio ptarianus Cuatrec.
Q193650	6370987: isotype of Sacoila cerradicola Meneguzzo
Q193651	63758898-f740-4649-a508-1ec1e369bf2f: holotype of Elaphoglossum gloeorrhizum Mickel
Q193652	6375ba93-c262-4ba1-a814-59b407332a6a: isotype of Cybianthus jensonii Pipoly
Q193653	6377011: isotype of Gaya xiquexiquensis C.Takeuchi & G.L.Esteves
Q193654	63782d7b-00e1-42ce-9d9b-2e86cc50e0a7: holotype of Eremophila arbuscula Chinnock
Q193655	6379301: isotype of Erythroxylum riparium T.Araújo & Amorim
Q193656	6379305: isotype of Tovomita megantha L.Marinho & Amorim
Q193657	637ad4fb-e707-4fd2-b40f-956934a10f33: isotype of Griselinia carlomunozii M.O.Dillon & Muñoz-Schick
Q193658	637bfa29-8a49-476f-9a9f-571eee4b133b: isotype of Wrightia poomae D.J.Middleton
Q193659	637cb492-d734-44c9-834e-2d9ffd410e36: isotype of Solanum rixosum A.R.Bean
Q193660	637d65d0-33db-4294-9048-2dd75854a5a7: holotype of Prasophyllum pilligaense D.L.Jones & L.M.Copel.
Q193661	637e9a75-f7fa-42ac-981b-98d1e401178b: holotype of Vriesea pabstii McWill. & L.B.Sm.
Q193662	637f7e21-9c2d-4f6f-81da-41efaab30f46: isotype of Stigmaphyllon papuanum C.E.Anderson
Q193663	6381c1ae-75da-4880-918f-5f0ef1ec3482: isotype of Stigmatopteris pterorhachis R.C.Moran
Q193664	6383941c-9d40-446c-b3ab-ea0dc0a6f7b3: isotype of Brachyloma elusum Hislop & Cranfield
Q193665	6386785: holotype of Heteranthera longirachilla D.J.Sousa & Giul.
Q193666	6387369: isotype of Davilla coriacea Fraga & Stehmann
Q193667	638776ec-91c1-4a79-8e02-443c9949194b: holotype of Camellia reflexa Orel & Curry
Q193668	6388cb0b-38a5-4d94-870a-27f79f3422c8: holotype of Thryptomene hubbardii Rye & Trudgen
Q193669	63894475-b1be-448f-96d5-b54ee580cf7c: holotype of Strobilanthes chrysodelta J.R.I.Wood
Q193670	6389862e-0d89-43eb-b454-49c1f2c6fa52: lectotype of Vicia hassei S.Watson
Q193671	6389987: isotype of Marsdenia queirozii Fontella
Q193672	638a717a-5ce8-4bb4-8719-6dc147d413e4: isotype of Packera paupercula var. savannarum R.R.Kowal
Q193673	638c1169-dcfc-4156-9a3f-04b891d90062: isotype of Zygia transamazonica Barneby & J.W.Grimes
Q193674	638cea96-f68e-495d-9ba2-573f87e8d29d: holotype of Heliconia pogonantha var. holerythra G.S.Daniels & F.G.Stiles
Q193675	6390218: isotype of Vernonia xiquexiquensis D.J.N.Hind
Q193676	6390bae1-d8aa-4e35-a39e-e02c4159f777: lectotype of Colubrina greggii S.Watson
Q193677	6391663: isotype of Metrodorea concinna Pirani & P.Dias
Q193678	6392032: holotype of Oocephalus rigens Harley
Q193679	6392259: holotype of Stachytarpheta tuberculata S.Atkins
Q193680	6392992: holotype of Mandevilla athenastigma J.F.Morales & I.L.Morais
Q193681	6394465: holotype of Tibouchina tomentulosa Wurdack
Q193682	6394620: isotype of Hybanthus verrucosus Paula-Souza
Q193683	6394697c-c7fc-464f-8dc9-3bb1a3dcdd59: holotype of Mormodes carnevaliana Salazar & G.A.Romero
Q193684	6394b4cb-eb06-4224-8be6-be0e61c797d6: isotype of Mimosa claussenii var. dolichopoda Barneby
Q193685	6395495: holotype of Myrcia landimiana Proença & M.Ibrahim
Q193686	6397113: holotype of Chamaecrista speciosa Conc., L.P.Queiroz & G.P.Lewis
Q193687	6397115: holotype of Chamaecrista anamariae Conc., L.P.Queiroz & G.P.Lewis
Q193688	6397d37c-5c07-446f-9acf-658280dd5f38: isotype of Gasteranthus diverticularis J.L.Clark
Q193689	63981f3a-17dc-46e6-824c-3c3e81afbd3d: isotype of Gastrolobium hians G.Chandler & Crisp
Q193690	6398798: holotype of Stachytarpheta caatingensis S.Atkins
Q193691	639885c3-8dc6-423a-947a-bda9afdbeaaf: holotype of Commersonia magniflora subsp. oblongifolia C.F.Wilkins
Q193692	63988fd6-17e6-4b87-898d-ae775b49cf5b: holotype of Caladenia straminichila A.P.Br. & G.Brockman
Q193693	6399518: holotype of Cnidoscolus populifolius Fern.Casas
Q193694	6399523: holotype of Jatropha paganuccii A.S.Moreira & Carn.-Torres
Q193695	6399755a-6eec-4a07-ba81-e38e5a54c4ef: lectotype of Eriogonum batemanii M.E.Jones
Q193696	6399db06-5d5d-40b6-a7db-43bde94f9643: isotype of Macrozamia serpentina D.L.Jones & P.I.Forst.
Q193697	639a3f53-6720-4f81-bedd-913e8bfefbe4: isotype of Huberia piranii Baumgratz
Q193698	639b2ead-8245-4c32-8029-76893f1eb836: holotype of Erigeron bonariensis var. leiothecus S.F.Blake
Q193699	639ba271-b2bf-478e-992f-20adf17f7cb8: isotype of Randia silae Veloz & Jiménez Rodr.
Q193700	639cbc86-5635-4755-bd6e-e2d3c8a9981f: holotype of Spiranthes eriophora B.L.Rob. & Greenm.
Q193701	639f4e5d-10f2-4a68-847f-1e72bb13ae6c: isotype of Verbesina perlanata Sagást. & Quip.
Q193702	639fa864-55d5-40a5-b995-c97ca38eb3c3: holotype of Centropogon exsertus Lammers
Q193703	63A64689-BF1F-4CF0-B4A8-2E48DBAA3EEF: isotype of Philodendron gigas Croat
Q193704	63B74E91-16EA-4F71-98BC-02ED0780DFF6: holotype of Phacelia howelliana N.D.Atwood
Q193715	63c8869f-98ef-4a72-b41a-83b52b6eeeef: holotype of Guarea zarceroensis Coronado
Q193716	63ca86c7-a9ba-4a12-9634-3e04056f2058: isotype of Lepidium werffii Al-Shehbaz
Q193717	63cfc78d-d30a-408a-98cf-b64ab4c23242: holotype of Chrysopsis flexuosa Nash
Q193718	63d0efbf-8716-435a-a9e9-dcf6f52987aa: holotype of Hypericum prietoi N.Robson
Q193719	63d30d96-54dd-4d81-8a62-0af9b78eb7b6: isotype of Loeseliastrum franciscanum R.A.Crawford
Q193720	63d4f0bd-85c4-4004-b720-227920559a41: isotype of Cryptocentrum caespitosum Carnevali
Q193721	63d4f522-7b20-40d3-b78d-52840c9b0d05: holotype of Lobelia simulans N.G.Walsh
Q193722	63e5e54f-50aa-4cf4-a097-3dcf1927eeea: holotype of Silphium simpsonii var. wrightii L.M.Perry
Q193723	63e6e9d2-6fa7-436b-a048-6dc21f9d7c6a: holotype of Caladenia occidentalis Hopper & A.P.Br.
Q193724	63e70d30-f1b5-486e-8a86-23e6b24263c0: holotype of Calochilus sandrae D.L.Jones
Q193705	63a60a54-822f-45fa-a122-5c82f030e678: isotype of Heteropterys rudasii W.R.Anderson
Q193706	63af38db75a16df9606c6892526a4816: holotype of Mimosa costenya McVaugh
Q193707	63b0679c-d1e8-4c61-8e4d-928bd8b56d64: isotype of Solanum aridicola A.R.Bean
Q193708	63baf9f4-79fe-4963-b6b5-5c70a8732dd4: holotype of Lycianthes gongylodes J.L.Gentry
Q193709	63bde883-2eb9-475d-9d9e-1adb15e3dbd6: isotype of Eriogonum umbellatum var. mohavense Reveal
Q193710	63bfcf9c-c94d-4647-bf24-1d1060883169: holotype of Ipomopsis monticola J.M.Porter & L.A.Johnson
Q193711	63bfe095-df2a-4a95-aba7-35cd320f8996: lectotype of Erithalis acuminata Krug & Urb.
Q193712	63c22c3e-8af4-4228-9285-dc12fde0a44e: isotype of Stylidium bindoon Lowrie & Kenneally
Q193713	63c3a70b-2a62-4b6a-b6bc-0851bdf40c4f: isotype of Quisqueya karstii Dod
Q193714	63c42200-91d9-4f47-91cc-0d2a5bbd4bca: holotype of Selaginella cardiophylla Valdespino
Q193725	63ebe4f5-2534-4929-aab6-3331f4415ca9: isotype of Zea nicaraguensis Iltis & B.F.Benz
Q193726	63ee1350-104b-4f39-bc45-05129d18f3bb: isotype of Sinobaijiania smitinandii var. laxa W.J.de Wilde & Duyfjes
Q193727	63facaff-e757-4273-bf0c-adf4ac2c8931: isotype of Eriocaulon rivicola G.J.Leach, M.D.Barrett & R.L.Barrett
Q193728	63fb69ebb130e8186fb3b95adc0b6f45: holotype of Lantana macropoda f. parvula Moldenke
Q193729	63fd4a92-e239-4f4e-9436-ef2c41ee5313: holotype of Miconia valenzuelana Michelang. & R.Goldenb.
Q193730	6402255: holotype of Passiflora jiboiaensis M.A.M.Azevedo
Q193731	6402357: holotype of Calliandra imbricata E.R.Souza & L.P.Queiroz
Q193732	640290: isotype of Heterotaxis schultesii Ojeda & G.A.Romero
Q193733	6403735: holotype of Gaylussacia rupestris Romão & V.C.Souza
Q193734	6404609: holotype of Eriope viscosa Harley & Walsingham
Q193735	6404923: isotype of Paralychnophora patriciana D.J.N.Hind
Q193736	6407281: isotype of Hindsia sessilifolia Di Maio
Q193737	6408189d-f07b-4596-8a2c-ef0ad4faf8de: isotype of Cyathea tortuosa R.C.Moran
Q193738	6409725: holotype of Marcetia lychnophoroides A.B.Martins
Q193739	6410084: isotype of Spigelia fontellae Fern.Casas
Q193740	6410585: isotype of Clusia obdeltifolia Bittrich
Q193741	641081: isotype of Stachytarpheta kriegeriana P.H.Cardoso & Salimena
Q193742	6411154: holotype of Sida itaparicana Krapov.
Q193743	6130a5fc-165a-4e2b-9628-36df6c295de0: isotype of Oligochaetochilus pearsonii D.L.Jones
Q193744	613667e1-7c6e-4749-9c2e-955b57601e5d: holotype of Rhynchospora tenuis subsp. austrobrasiliensis T.Koyama
Q193745	6138d27c-81ce-4e9f-8053-2841fff29e1a: isotype of Stylidium nitidum Lowrie & Kenneally
Q193746	6139c9ea-2fc6-469f-b4a9-b3d4a8333913: isotype of Pilbara trudgenii Lander
Q193747	6140c63d-6497-4f08-a6d1-067b23d2f38b: holotype of Thelypodiopsis breedlovei Rollins
Q193748	614630f3-773a-4ae7-ac34-facd5721dea7: holotype of Elaphoglossum diminutum Mickel
Q193749	61499e93-1f4c-4653-956f-728569af03a9: lectotype of Epidendrum muscicola Schltr.
Q193750	614a8e93-e6f4-4db6-8f11-cae48bda88ba: holotype of Flaveria cronquistii A.M.Powell
Q193751	6150b3ba-87c5-4ffc-8d11-962678564dc9: isotype of Marshallia legrandii Weakley
Q193752	6150e767-0046-4173-9fb4-e68f70221b07: isotype of Styrax tuxtlensis P.W.Fritsch
Q193753	6150f1ed-8349-48a2-93cd-ce2cdbaea8eb: isotype of Tecticornia enodis K.A.Sheph.
Q193754	61560238-db06-4775-ab36-174a9f612e7c: isotype of Coronidium fulvidum Paul G.Wilson
Q193755	6157471: isotype of Mimosa regina Barneby
Q193756	6157704: holotype of Salvia xanthotricha Harley ex E.P.Santos
Q193757	6158550: holotype of Trembleya hatschbachii Wurdack & E.Martins
Q193758	6158921: holotype of Lecointea hatschbachii Barneby
Q193759	6158937: holotype of Stifftia hatschbachii H.Rob.
Q193760	6158971: holotype of Symplocos bidana Aranha
Q193761	6159061: holotype of Tibouchina marumbiensis Wurdack
Q193762	6159439: holotype of Sida carrascoana Bovini
Q193763	6159846: isotype of Cnidoscolus cervii Fern.Casas
Q193764	6159847: isotype of Turnera candida Arbo
Q193775	6160243: holotype of Solanum setosissimum Bitter ex L.A.Mentz & M.Nee
Q193776	6160296: isotype of Epidendrum puniceoluteum F.Pinheiro & F.Barros
Q193777	6160317: holotype of Sisyrinchium rectilineum Ravenna
Q193778	6160389: holotype of Petunia interior T.Ando & Hashim.
Q193779	6160474: isotype of Diplusodon pygmaeus T.B.Cavalc.
Q193780	6160476: isotype of Croton thomasii Riina & P.E.Berry
Q193781	6160550: isotype of Machaerium macaense C.V.Mendonça, A.M.G.Azevedo & H.C.Lima
Q193782	6160601: isotype of Gaylussacia arassatubensis R.R.Silva & Cervi
Q193783	6160618: isotype of Chaptalia hermogenis M.D.Moraes
Q193784	6160627: holotype of Petunia bajeensis T.Ando & Hashim.
Q193765	6159999: isotype of Heteropterys imperata Amorim
Q193766	615dd898-bc79-49e8-99b4-056d782a5269: isotype of Nautilocalyx antioquensis Wiehler
Q193767	6160012: isotype of Hornschuchia citriodora D.M.Johnson
Q193768	6160034: holotype of Galianthe elegans E.L.Cabral
Q193769	6160096: holotype of Hololepis hatschbachii H.Rob.
Q193770	6160135: isotype of Peltogyne chrysopis Barneby
Q193771	6160162: holotype of Urvillea paucidentata Ferrucci
Q193772	6160167: holotype of Mimosa glycyrrhizoides Barneby
Q193773	6160208: isotype of Vellozia stenocarpa Mello-Silva
Q193774	6160224: holotype of Petunia guarapuavensis T.Ando & Hashim.
Q193805	6162118: isotype of Myrciaria pilosa Sobral & Couto
Q193806	6162133: holotype of Mimosa cuiabensis L.Rico & R.Grether
Q193807	6162179: holotype of Xyris diaphanobracteata Kral & Wand.
Q193785	6160641: holotype of Deguelia hatschbachii A.M.G.Azevedo
Q193786	6160645: isotype of Duguetia chrysocarpa Maas
Q193787	6160653: isotype of Tibouchina goldenbergii F.S.Mey., P.J.F.Guim. & Kozera
Q193788	6160677: holotype of Turnera angelicae Arbo
Q193789	6160714: holotype of Gaylussacia corvensis R.R.Silva & Cervi
Q193790	6160738: holotype of Borreria multibracteata E.L.Cabral & Bacigalupo
Q193791	6160772: isotype of Turnera purpurascens Arbo
Q193792	6160777: isotype of Neomitranthes obtusa Sobral & Zambom
Q193793	6160803: isotype of Stenandrium stenophyllum Kameyama
Q193794	6160864: holotype of Campovassouria barbosae H.Rob.
Q193795	6161052: isotype of Heteropterys fragilis Amorim
Q193796	6161057: holotype of Poiretia crenata Cl.Müll.
Q193797	6161067: isotype of Struthanthus sessiliflorus Kuijt
Q193798	6161086: isotype of Diplusodon canastrensis T.B.Cavalc.
Q193799	6161148: holotype of Hibiscus cabralensis Krapov.
Q193800	6161578: isotype of Dendropanax geniculatus Fiaschi
Q193801	6161639: holotype of Sinningia gerdtiana Chautems
Q193802	6161689: holotype of Trembleya thomazii R.B.Pacifico & Fidanza
Q193803	6162114: holotype of Chamaecrista desvauxii var. chapadicola H.S.Irwin & Barneby
Q193804	6162117: isotype of Eugenia inversa Sobral
Q193808	6162242: isotype of Ocotea paranaensis Brotto, Baitello, Cervi & E.P.Santos
Q193809	61627474-7209-448d-96d4-76897d228b0f: holotype of Erythroxylum pacificum D.R.Simpson
Q193810	6162832: isotype of Sida vallsii Krapov.
Q193811	6162913: holotype of Byrsonima hatschbachii W.R.Anderson
Q193812	6162930: isotype of Conchocarpus minutiflorus Groppo & Pirani
Q193813	6162948: holotype of Janusia schwannioides W.R.Anderson
Q193814	6162952: holotype of Xyris cervii E.D.Lozano & Wand.
Q193815	6162959: isotype of Chaetogastra cristaensis F.S.Mey. & R.Goldenb.
Q193816	6162966: isotype of Hymenophyllum filmenofilicum Christenh. & Schwartsb.
Q193817	6162970: isotype of Vellozia semirii Mello-Silva & N.L.Menezes
Q193818	61632123-d758-4804-b359-1e6fdc372e09: holotype of Couepia scottmorii Prance
Q193819	6163738: holotype of Ditassa bifurcata Rapini
Q193820	6163764: holotype of Serjania hatschbachii Ferrucci
Q193821	6163835: holotype of Marcetia hatschbachii A.B.Martins
Q193822	6163857: holotype of Gelasine paranaensis Ravenna
Q193823	6163867: holotype of Heteropterys perplexa W.R.Anderson
