fullname	ipni	authorship	taxonKey	taxonRank	rank
Impatiens renae Eb.Fisch. & Raheliv.	60436031-2	Eb.Fisch. & Raheliv.	4193736	species	Q16
Impatiens rupestris K.M.Liu & X.Z.Cai	60448395-2	K.M.Liu & X.Z.Cai	4193203	species	Q16
Impatiens sidiformis Eb.Fisch. & Raheliv.	60436034-2	Eb.Fisch. & Raheliv.	4193877	species	Q16
Impatiens silviana Eb.Fisch. & Raheliv.	20010544-1	Eb.Fisch. & Raheliv.	4193826	species	Q16
Impatiens stefaniae Eb.Fisch. & Raheliv.	60436047-2	Eb.Fisch. & Raheliv.	4193535	species	Q16
Impatiens susan-nathansoniae Eb.Fisch. & Raheliv.	77151781-1	Eb.Fisch. & Raheliv.	8543717	species	Q16
Impatiens tirunelvelica M.B.Viswan. & Manik.	77067994-1	M.B.Viswan. & Manik.	4193856	species	Q16
Impatiens translucida Eb.Fisch. & Raheliv.	20010548-1	Eb.Fisch. & Raheliv.	4193707	species	Q16
Impatiens tsararavina Eb.Fisch. & Raheliv.	77087102-1	Eb.Fisch. & Raheliv.	4193325	species	Q16
Impatiens vebrowniae Eb.Fisch., Wohlh. & Raheliv.	70028678-1	Eb.Fisch., Wohlh. & Raheliv.	4192903	species	Q16
Impatiens vellela Eb.Fisch. & Raheliv.	60436035-2	Eb.Fisch. & Raheliv.	4192879	species	Q16
Impatiens wibkeae Eb.Fisch. & Raheliv.	60436059-2	Eb.Fisch. & Raheliv.	4193764	species	Q16
Impatiens wohlhauseri Eb.Fisch. & Raheliv.	60436033-2	Eb.Fisch. & Raheliv.	4193684	species	Q16
Incadendron esseri K.Wurdack & Farfán	77165360-1	K.Wurdack & Farfán	9339112	species	Q16
Indigofera anil L.	128256-2	L.	2972048	species	Q16
Indigofera asantasanensis Schrire & V.R.Clark	77146132-1	Schrire & V.R.Clark	2971355	species	Q16
Indigofera atriceps subsp. rhodesiaca J.B.Gillett	77122893-1	J.B.Gillett	2971694	subspecies	Q17
Indigofera australis subsp. hesperia Peter G.Wilson & Rowe	77109864-1	Peter G.Wilson & Rowe	10888906	subspecies	Q17
Indigofera barotseensis Schrire	77122883-1	Schrire	8953181	species	Q16
Indigofera brennanii Peter G.Wilson	77211320-1	Peter G.Wilson	11373525	species	Q16
Indigofera centralis Peter G.Wilson & Rowe	77211322-1	Peter G.Wilson & Rowe	2971355	species	Q16
Indigofera chamaeclada Peter G.Wilson & Rowe	77306649-1	Peter G.Wilson & Rowe	12196776	species	Q16
Indigofera chamaeclada subsp. pubens Peter G.Wilson & Rowe	77306650-1	Peter G.Wilson & Rowe	12218125	subspecies	Q17
Indigofera constricta var. deorum McVaugh	278792-2	McVaugh	2971519	variety	Q18
Indigofera cornuligera Peter G.Wilson & Rowe	77109865-1	Peter G.Wilson & Rowe	10762897	species	Q16
Indigofera cornuligera subsp. flindersensis Peter G.Wilson & Rowe	77109866-1	Peter G.Wilson & Rowe	10752515	subspecies	Q17
Indigofera cuspidata Peter G.Wilson & Rowe	77306658-1	Peter G.Wilson & Rowe	12258486	species	Q16
Indigofera decipiens Peter G.Wilson & Rowe	77306660-1	Peter G.Wilson & Rowe	12237106	species	Q16
Indigofera deserticola Peter G.Wilson & Rowe	77305908-1	Peter G.Wilson & Rowe	12265119	species	Q16
Indigofera dumbeana M.Pignal & L.P.Queiroz	77195680-1	M.Pignal & L.P.Queiroz	10018706	species	Q16
Indigofera elachantha Peter G.Wilson & Rowe	77093791-1	Peter G.Wilson & Rowe	3970636	species	Q16
Indigofera eriophylla Peter G.Wilson & Rowe	77306663-1	Peter G.Wilson & Rowe	12195184	species	Q16
Indigofera erubescens Peter G.Wilson & Rowe	77131985-1	Peter G.Wilson & Rowe	10707989	species	Q16
Indigofera fractiflexa Peter G.Wilson & Rowe	77306682-1	Peter G.Wilson & Rowe	12184431	species	Q16
Indigofera fractiflexa subsp. augustensis Peter G.Wilson & Rowe	77306683-1	Peter G.Wilson & Rowe	12230490	subspecies	Q17
Indigofera gilesii Peter G.Wilson & Rowe	77306684-1	Peter G.Wilson & Rowe	12181894	species	Q16
Indigofera incompta McVaugh	278794-2	McVaugh	2972231	species	Q16
Indigofera irodoensis Du Puy & Labat	20004757-1	Du Puy & Labat	2971975	species	Q16
Indigofera ixocarpa Peter G.Wilson & Rowe	77065798-1	Peter G.Wilson & Rowe	3970023	species	Q16
Indigofera keyensis Small	128296-2|278795-2	Small	2971832	species	Q16
Indigofera kingiana Peter G.Wilson & Rowe	77306687-1	Peter G.Wilson & Rowe	12223328	species	Q16
Indigofera magallanesii Cruz Durán & M.Sousa	77175669-1	Cruz Durán & M.Sousa	10874559	species	Q16
Indigofera magnifica Schrire & V.R.Clark	77146131-1	Schrire & V.R.Clark	2971355	species	Q16
Indigofera melanosticta Peter G.Wilson & Rowe	77306688-1	Peter G.Wilson & Rowe	12222311	species	Q16
Indigofera monieriana M.Pignal & L.P.Queiroz	77195679-1	M.Pignal & L.P.Queiroz	10269453	species	Q16
Indigofera namuliensis Schrire	77122858-1	Schrire	8773053	species	Q16
Indigofera occidentalis Peter G.Wilson & Rowe	77306475-1	Peter G.Wilson & Rowe	12180851	species	Q16
Indigofera oraria Peter G.Wilson & Rowe	77306689-1	Peter G.Wilson & Rowe	12238096	species	Q16
Indigofera petraea Peter G.Wilson & Rowe	77065802-1	Peter G.Wilson & Rowe	3969064	species	Q16
Indigofera pilifera Peter G.Wilson & Rowe	77065801-1	Peter G.Wilson & Rowe	3969049	species	Q16
Indigofera platyspira J.B.Gillett ex Thulin & M.G.Gilbert	20011475-1	J.B.Gillett ex Thulin & M.G.Gilbert	3969030	species	Q16
Indigofera polyclada Peter G.Wilson & Rowe	77093792-1	Peter G.Wilson & Rowe	3968997	species	Q16
Indigofera queenslandica Peter G.Wilson & Rowe	77131986-1	Peter G.Wilson & Rowe	10808738	species	Q16
Indigofera roseola Peter G.Wilson & Rowe	77306690-1	Peter G.Wilson & Rowe	12256887	species	Q16
Indigofera rotula Peter G.Wilson	77305909-1	Peter G.Wilson	12266171	species	Q16
Indigofera rupicola Peter G.Wilson & Rowe	77065800-1	Peter G.Wilson & Rowe	3968718	species	Q16
Indigofera serpentinicola Schrire	77122865-1	Schrire	10709745	species	Q16
Indigofera suarezensis Du Puy & Labat	20004760-1	Du Puy & Labat	2971365	species	Q16
Indigofera triflora Peter G.Wilson & Rowe	77065799-1	Peter G.Wilson & Rowe	3968168	species	Q16
Indigofera uniseminalis Rzed. & R.Grether	77191193-1	Rzed. & R.Grether	10810715	species	Q16
Indigofera wannanii Peter G.Wilson	77093793-1	Peter G.Wilson	3975244	species	Q16
Indigofera warburtonensis Peter G.Wilson & Rowe	77306691-1	Peter G.Wilson & Rowe	12212558	species	Q16
Indofevillea jiroi H.Schaef., B.M.Barthol. & Boufford	60464398-2	H.Schaef., B.M.Barthol. & Boufford	8361785	species	Q16
Inga acicularis T.D.Penn.	313738-2	T.D.Penn.	5358079	species	Q16
Inga acuminata Benth.	313763-2	Benth.	5357542	species	Q16
Inga albicoria Poncy	313729-2	Poncy	5580446	species	Q16
Inga amboroensis T.D.Penn.	994651-1	T.D.Penn.	5357805	species	Q16
Inga approximata T.D.Penn.	994671-1|313771-2	T.D.Penn.	5357958	species	Q16
Inga arenicola T.D.Penn.	313742-2	T.D.Penn.	5358109	species	Q16
Inga balaensis Pittier	128377-2	Pittier	5358067	species	Q16
Inga balsapambensis T.D.Penn.	313862-2	T.D.Penn.	5357922	species	Q16
Inga barbata Benth.	128379-2	Benth.	5357818	species	Q16
Inga bella M.Sousa	301885-2	M.Sousa	5357703	species	Q16
Inga bifoliolata D.B.O.S.Cardoso & Amorim	77167316-1	D.B.O.S.Cardoso & Amorim	10821981	species	Q16
Inga blanchetiana Benth.	128386-2	Benth.	5357583	species	Q16
Inga bracteifera N.Zamora & T.D.Penn.	994668-1|313768-2	N.Zamora & T.D.Penn.	5357614	species	Q16
Inga bullata Benth.	128402-2	Benth.	5357298	species	Q16
Inga cabelo T.D.Penn.	313767-2	T.D.Penn.	5357753	species	Q16
Inga cabrerae M.Sousa	301703-2	M.Sousa	5357553	species	Q16
Inga calantha Ducke	128405-2	Ducke	5357780	species	Q16
Inga calcicola M.Sousa	305411-2	M.Sousa	5357972	species	Q16
Inga calderonii Standl.	128408-2	Standl.	5357641	species	Q16
Inga canonegrensis N.Zamora & T.D.Penn.	313779-2|994678-1	N.Zamora & T.D.Penn.	5357981	species	Q16
Inga cardozana L.Cárdenas	301676-2	L.Cárdenas	5357890	species	Q16
Inga carinata T.D.Penn.	313863-2	T.D.Penn.	5357676	species	Q16
Inga cataractae Kunth	311126-2|128423-2	Kunth	5347438	species	Q16
Inga cayennensis Sagot ex Benth.	128427-2	Sagot ex Benth.	5357789	species	Q16
Inga chiapensis Miranda ex M.Sousa	304148-2	Miranda ex M.Sousa	5357961	species	Q16
Inga chorrerana T.S.Elias	128437-2	T.S.Elias	5357899	species	Q16
Inga ciatiformis J.M.Fern. & F.C.P.Garcia	77219863-1	J.M.Fern. & F.C.P.Garcia	11549613	species	Q16
Inga ciliata subsp. subcapitata T.D.Penn.	313766-2	T.D.Penn.	5357889	subspecies	Q17
Inga cocleensis var. megantha T.S.Elias	128447-2|308163-2	T.S.Elias	5358069	variety	Q18
Inga coleyana M.J.Endara & J.E.Guevara	77301122-1	M.J.Endara & J.E.Guevara	12235937	species	Q16
Inga colombiana C.Romero	77080758-1	C.Romero	5580430	species	Q16
Inga conchifolia L.P.Queiroz	60471950-2	L.P.Queiroz	8415965	species	Q16
Inga cuspidata M.Sousa	300000-2	M.Sousa	5357892	species	Q16
Inga dasycarpa M.Sousa	303261-2	M.Sousa	5357616	species	Q16
Inga davidsei M.Sousa	303889-2	M.Sousa	5357940	species	Q16
Inga densiflora Benth.	311944-2|128466-2	Benth.	5357837	species	Q16
Inga dwyeri M.Sousa	306641-2	M.Sousa	5357497	species	Q16
Inga enterolobioides T.D.Penn.	313741-2	T.D.Penn.	5357900	species	Q16
Inga exalata subsp. umbilicata N.Zamora & T.D.Penn.	994680-1|313781-2	N.Zamora & T.D.Penn.	5357787	subspecies	Q17
Inga exilis T.D.Penn.	313743-2	T.D.Penn.	5357793	species	Q16
Inga extra-nodis T.D.Penn.	313782-2	T.D.Penn.	5357501	species	Q16
Inga fanchoniana Poncy	278804-2	Poncy	5357778	species	Q16
Inga filiformis N.Zamora	278805-2	N.Zamora	5357541	species	Q16
Inga fosteriana T.D.Penn.	313775-2	T.D.Penn.	5357891	species	Q16
Inga golfodulcensis N.Zamora	278806-2	N.Zamora	5357897	species	Q16
Inga grandiflora Ducke	128523-2	Ducke	8222900	species	Q16
Inga grandis T.D.Penn.	313777-2	T.D.Penn.	5357592	species	Q16
Inga hartii Urb.	128531-2	Urb.	5357730	species	Q16
Inga hayesii Benth.	128532-2	Benth.	5357942	species	Q16
Inga herrerae N.Zamora	278808-2	N.Zamora	5357510	species	Q16
Inga hispida Schott ex Benth.	128540-2	Schott ex Benth.	5357647	species	Q16
Inga huastecana M.Sousa	303651-2	M.Sousa	5357650	species	Q16
Inga ilta T.D.Penn.	313755-2	T.D.Penn.	5358131	species	Q16
Inga interrupta L.Cárdenas & De Martino	313761-2	L.Cárdenas & De Martino	5357562	species	Q16
Inga ismaelis M.Sousa	306642-2	M.Sousa	5357898	species	Q16
Inga japurensis T.D.Penn.	313772-2	T.D.Penn.	5357765	species	Q16
Inga jaunechensis A.H.Gentry	128554-2	A.H.Gentry	5357618	species	Q16
Inga jefensis Liesner & D'Arcy	278809-2	Liesner & D'Arcy	5357973	species	Q16
Inga jimenezii N.Zamora	278810-2	N.Zamora	5357845	species	Q16
Inga jucunda Ducke	128559-2	Ducke	5357767	species	Q16
Inga kursarii M.J.Endara & J.E.Guevara	77205181-1	M.J.Endara & J.E.Guevara	11373193	species	Q16
Inga lacustris M.Sousa	305515-2	M.Sousa	5357632	species	Q16
Inga leiocalycina Benth.	128575-2	Benth.	5357653	species	Q16
Inga lenticellata Benth.	128576-2	Benth.	5357607	species	Q16
Inga lentiscifolia Benth.	128577-2	Benth.	5357557	species	Q16
Inga leonis N.Zamora	278811-2	N.Zamora	5357776	species	Q16
Inga leptantha Benth.	128578-2	Benth.	5357499	species	Q16
Inga leptocarpa T.D.Penn.	313764-2	T.D.Penn.	5357660	species	Q16
Inga litoralis N.Zamora	278812-2	N.Zamora	5357861	species	Q16
Inga longiflora Spruce ex Benth.	128586-2	Spruce ex Benth.	5357949	species	Q16
Inga longipes Benth.	128589-2	Benth.	5357771	species	Q16
Inga loubryana Poncy	77087075-1	Poncy	5580699	species	Q16
Inga manabiensis T.D.Penn.	313749-2	T.D.Penn.	5357882	species	Q16
Inga maritima Benth.	128601-2	Benth.	5357781	species	Q16
Inga maynensis Benth.	128605-2	Benth.	5357754	species	Q16
Inga megalobotrys T.D.Penn.	313774-2|994673-1	T.D.Penn.	5357937	species	Q16
Inga megaphylla Poncy & Vester	300332-2	Poncy & Vester	5357921	species	Q16
Inga melinonis Sagot	278813-2	Sagot	5357783	species	Q16
Inga micradenia Spruce ex Benth.	128613-2	Spruce ex Benth.	5358077	species	Q16
Inga microcalyx Spruce ex Benth.	128614-2	Spruce ex Benth.	5358022	species	Q16
Inga mitaraka Poncy	313730-2	Poncy	5580685	species	Q16
Inga multicaulis Spruce ex Benth.	128627-2	Spruce ex Benth.	5357732	species	Q16
Inga multijuga subsp. mexicana T.D.Penn.	313759-2	T.D.Penn.	5357637	subspecies	Q17
Inga multinervis T.D.Penn.	313745-2	T.D.Penn.	5358136	species	Q16
Inga neblinensis L.Cárdenas & De Martino	278814-2	L.Cárdenas & De Martino	5357515	species	Q16
Inga nobilis var. andina C.Romero	77080754-1	C.Romero	5580674	variety	Q18
Inga nouragensis Poncy	313731-2	Poncy	5580661	species	Q16
Inga nubium Poncy	302692-2	Poncy	5357902	species	Q16
Inga obtusata Spruce ex Benth.	128644-2	Spruce ex Benth.	5357651	species	Q16
Inga paludicola Ant.Molina	128654-2	Ant.Molina	5357911	species	Q16
Inga paraensis Ducke	278815-2|128661-2	Ducke	5357798	species	Q16
Inga paterno Harms	307487-2|128665-2	Harms	5357735	species	Q16
Inga peduncularis Benth.	128670-2	Benth.	5358100	species	Q16
Inga pellicula T.D.Penn.	77202928-1	T.D.Penn.	10676214	species	Q16
Inga pilosa L.Uribe	313773-2	L.Uribe	5357757	species	Q16
Inga platyptera Benth.	128679-2	Benth.	5357987	species	Q16
Inga plumifera Spruce ex Benth.	128680-2	Spruce ex Benth.	5357849	species	Q16
Inga pluricarpellata T.D.Penn.	313778-2	T.D.Penn.	5358133	species	Q16
Inga porcata T.D.Penn.	313735-2	T.D.Penn.	5357598	species	Q16
Inga praegnans T.D.Penn.	313871-2	T.D.Penn.	5357917	species	Q16
Inga pseudoinvolucrata M.Sousa	306938-2	M.Sousa	5357498	species	Q16
Inga retinocarpa Poncy	306270-2	Poncy	5357752	species	Q16
Inga ricardorum Bernardi & Spichiger	128710-2	Bernardi & Spichiger	5357518	species	Q16
Inga ruiziana G.Don	307633-2|128721-2	G.Don	5357975	species	Q16
Inga russotomentella Malme	128723-2	Malme	5357993	species	Q16
Inga santaremnensis Ducke	128731-2	Ducke	5357617	species	Q16
Inga sarayacuensis T.D.Penn.	313872-2	T.D.Penn.	5357630	species	Q16
Inga sellowiana Benth.	128740-2	Benth.	5358124	species	Q16
Inga silanchensis T.D.Penn.	313746-2	T.D.Penn.	5358076	species	Q16
Inga spiralis Liesner & D'Arcy	278820-2	Liesner & D'Arcy	5357904	species	Q16
Inga steinbachii Harms	128760-2	Harms	5357848	species	Q16
Inga stipulacea G.Don	128767-2	G.Don	5358071	species	Q16
Inga striolata T.D.Penn.	313750-2|994653-1	T.D.Penn.	5357920	species	Q16
Inga suberosa T.D.Penn.	313785-2|994683-1	T.D.Penn.	5357755	species	Q16
Inga suborbicularis T.D.Penn.	313770-2	T.D.Penn.	5358142	species	Q16
Inga tayronaensis T.D.Penn.	313753-2	T.D.Penn.	5357959	species	Q16
Inga tenuicalyx T.D.Penn.	313754-2|994655-1	T.D.Penn.	5357517	species	Q16
Inga tenuiloba N.Zamora & T.D.Penn.	313769-2|994669-1	N.Zamora & T.D.Penn.	5357544	species	Q16
Inga tenuistipula Ducke	128784-2	Ducke	5357513	species	Q16
Inga teresensis F.C.P.Garcia & A.P.Chagas	77221372-1	F.C.P.Garcia & A.P.Chagas	11539859	species	Q16
Inga tocacheana D.R.Simpson	128791-2	D.R.Simpson	5357540	species	Q16
Inga tripa F.C.P.Garcia & A.P.Chagas	77221373-1	F.C.P.Garcia & A.P.Chagas	11529345	species	Q16
Inga unica Barneby & J.W.Grimes	301597-2	Barneby & J.W.Grimes	5357815	species	Q16
Inga urceolata N.Zamora	278821-2	N.Zamora	5358125	species	Q16
Inga villosissima Benth.	128820-2	Benth.	5357792	species	Q16
Inga vulpina Mart. ex Benth.	128824-2	Mart. ex Benth.	5357563	species	Q16
Inga xalapensis Benth.	128828-2	Benth.	5357693	species	Q16
Inga yacoana J.F.Macbr.	128830-2	J.F.Macbr.	5358012	species	Q16
Inga yasuniana T.D.Penn.	313740-2	T.D.Penn.	5357777	species	Q16
Inga yungasensis C.Aparicio & A.Fuentes	77254962-1	C.Aparicio & A.Fuentes	12190492	species	Q16
Inocarpus ademanus W.N.Takeuchi	77120923-1	W.N.Takeuchi	8730998	species	Q16
Inula britannica L.	225778-1	L.	3148406	species	Q16
Inulopsis phoenix G.L.Nesom	312554-2	G.L.Nesom	3089994	species	Q16
Inversodicraea ebo Cheek	77163394-1	Cheek	9584743	species	Q16
Inversodicraea feika Cheek	77163393-1	Cheek	9348556	species	Q16
Inversodicraea pepehabai Cheek	60473136-2	Cheek	9766506	species	Q16
Inversodicraea xanderi Cheek	77163395-1	Cheek	9566997	species	Q16
Iochroma amicorum M.A.Cueva, S.D.Sm. & S.Leiva	77150192-1	M.A.Cueva, S.D.Sm. & S.Leiva	7704219	species	Q16
Iochroma baumii S.D.Sm. & S.Leiva	77119508-1	S.D.Sm. & S.Leiva	8312774	species	Q16
Iochroma cachicadanum S.Leiva	77153988-1	S.Leiva	9155074	species	Q16
Iochroma cardenasianum Hunz.	128880-2	Hunz.	3802388	species	Q16
Iochroma nitidum S.Leiva & Quip.	318604-2|1010200-1	S.Leiva & Quip.	3802266	species	Q16
Iochroma squamosum S.Leiva & Quip.	50425667-2|328876-2	S.Leiva & Quip.	3802196	species	Q16
Iochroma stenanthum S.Leiva, Quip. & N.W.Sawyer	1003310-1|316132-2	S.Leiva, Quip. & N.W.Sawyer	3802189	species	Q16
Iodanthus mexicanus Rollins	128899-2	Rollins	3042389	species	Q16
Ionactis caelestis P.J.Leary & G.L.Nesom	303164-2	P.J.Leary & G.L.Nesom	3119905	species	Q16
Ionopsis utricularioides var. parviflora Schltr.	309616-2	Schltr.	5321880	variety	Q18
Ionoxalis buchtienii Rusby	129011-2	Rusby	3627709	species	Q16
Ipomoea acrensis J.R.I.Wood & Scotland	60473766-2	J.R.I.Wood & Scotland	10708036	species	Q16
Ipomoea altoamazonica J.R.I.Wood & Scotland	77160006-1	J.R.I.Wood & Scotland	10682567	species	Q16
Ipomoea ana-mariae L.V.Vasconc. & Sim.-Bianch.	77157830-1	L.V.Vasconc. & Sim.-Bianch.	8844474	species	Q16
Ipomoea ancisa House	129141-2	House	3679143	species	Q16
Ipomoea angustissima J.R.I.Wood & Scotland	60473763-2	J.R.I.Wood & Scotland	10848698	species	Q16
Ipomoea apiculata M.Martens & Galeotti	278827-2	M.Martens & Galeotti	3678882	species	Q16
Ipomoea bernoulliana Peter	129190-2	Peter	7743288	species	Q16
Ipomoea calodendron O'Donell	129214-2	O'Donell	3676916	species	Q16
Ipomoea chamelana J.A.McDonald	310282-2	J.A.McDonald	3681755	species	Q16
Ipomoea chapadensis J.R.I.Wood & L.V.Vasconc.	60473757-2	J.R.I.Wood & L.V.Vasconc.	10687782	species	Q16
Ipomoea coccinea L.	30130397-2	L.	2928560	species	Q16
Ipomoea collina House	129263-2	House	3681231	species	Q16
Ipomoea connata J.R.I.Wood & L.V.Vasconc.	77159995-1	J.R.I.Wood & L.V.Vasconc.	10853362	species	Q16
Ipomoea corrugata Thulin	77071709-1	Thulin	3680925	species	Q16
Ipomoea dajabonensis Alain	60449390-2	Alain	3680592	species	Q16
Ipomoea dasycarpa J.R.I.Wood & Scotland	77166177-1	J.R.I.Wood & Scotland	9369588	species	Q16
Ipomoea deminuta J.R.I.Wood & Scotland	77160014-1	J.R.I.Wood & Scotland	10866833	species	Q16
Ipomoea discoidea Gonz.-Martínez & J.Jiménez Ram.	60471657-2	Gonz.-Martínez & J.Jiménez Ram.	8814060	species	Q16
Ipomoea dunlopii R.W.Johnson	77124887-1	R.W.Johnson	7623124	species	Q16
Ipomoea ensiformis J.R.I.Wood & Scotland	77166179-1	J.R.I.Wood & Scotland	9255865	species	Q16
Ipomoea fasciculata J.R.I.Wood & Scotland	77166180-1	J.R.I.Wood & Scotland	9347782	species	Q16
Ipomoea galhareriana Thulin	77071707-1	Thulin	3678784	species	Q16
Ipomoea gesnerioides J.A.McDonald	302568-2	J.A.McDonald	3678674	species	Q16
Ipomoea gloverae J.A.McDonald	306470-2	J.A.McDonald	3678518	species	Q16
Ipomoea graminifolia J.R.I.Wood & Scotland	77166181-1	J.R.I.Wood & Scotland	9567782	species	Q16
Ipomoea gypsophila J.R.I.Wood & Scotland	77148127-1	J.R.I.Wood & Scotland	10705805	species	Q16
Ipomoea harlingii D.F.Austin	129377-2	D.F.Austin	3677962	species	Q16
Ipomoea hiranensis Thulin	77071706-1	Thulin	3677499	species	Q16
Ipomoea hirtiflora M.Martens & Galeotti	129393-2	M.Martens & Galeotti	3677038	species	Q16
Ipomoea huayllae J.R.I.Wood & Scotland	77148136-1	J.R.I.Wood & Scotland	10670527	species	Q16
Ipomoea inaccessa J.R.I.Wood & Scotland	60477045-2	J.R.I.Wood & Scotland	10721677	species	Q16
Ipomoea intrapilosa Rose	129407-2	Rose	3676861	species	Q16
Ipomoea involucrata var. burttii Verdc.	60456194-2	Verdc.	7913394	variety	Q18
Ipomoea itapuaensis J.R.I.Wood & R.Degen	60471718-2	J.R.I.Wood & R.Degen	10896158	species	Q16
Ipomoea johnsoniana R.L.Barrett	77160931-1	R.L.Barrett	9589311	species	Q16
Ipomoea juliagutierreziae J.R.I.Wood & Scotland	77148129-1	J.R.I.Wood & Scotland	10720638	species	Q16
Ipomoea kalumburu R.W.Johnson	77124888-1	R.W.Johnson	7397945	species	Q16
Ipomoea lactifera J.R.I.Wood & Scotland	77148133-1	J.R.I.Wood & Scotland	10820371	species	Q16
Ipomoea lacunosa f. purpurata Fernald	129434-2	Fernald	3681600	form	Q19
Ipomoea lanifolia D.Santos & Buril	77296019-1	D.Santos & Buril	11578149	species	Q16
Ipomoea lemmonii A.Gray	129439-2	A.Gray	3681363	species	Q16
Ipomoea leptotoma Torr.	307401-2	Torr.	2928629	species	Q16
Ipomoea limosa R.W.Johnson	77124889-1	R.W.Johnson	8121930	species	Q16
Ipomoea longibarbis J.R.I.Wood & Scotland	77148124-1	J.R.I.Wood & Scotland	10880467	species	Q16
Ipomoea longibracteolata Sim.-Bianch. & J.R.I.Wood	77159997-1	Sim.-Bianch. & J.R.I.Wood	9302909	species	Q16
Ipomoea longirostra J.R.I.Wood & Scotland	77166183-1	J.R.I.Wood & Scotland	9347081	species	Q16
Ipomoea macarenaensis J.R.I.Wood & Scotland	77160012-1	J.R.I.Wood & Scotland	10743368	species	Q16
Ipomoea macdonaldii E.Carranza	77115314-1	E.Carranza	8245543	species	Q16
Ipomoea magna Sim.-Bianch. & J.R.I.Wood	60473759-2	Sim.-Bianch. & J.R.I.Wood	9751131	species	Q16
Ipomoea megalantha J.R.I.Wood & Scotland	60473764-2	J.R.I.Wood & Scotland	10702041	species	Q16
Ipomoea megapotamica subsp. velutina J.R.I.Wood & Scotland	60473795-2	J.R.I.Wood & Scotland	10896290	subspecies	Q17
Ipomoea microdonta J.R.I.Wood & Scotland	77165170-1	J.R.I.Wood & Scotland	10877555	species	Q16
Ipomoea miquihuanensis J.A.McDonald	278835-2	J.A.McDonald	7960827	species	Q16
Ipomoea mirabilis P.P.A.Ferreira & Sim.-Bianch.	77133612-1	P.P.A.Ferreira & Sim.-Bianch.	8048522	species	Q16
Ipomoea mucronatoproducta J.R.I.Wood & Scotland	77148118-1	J.R.I.Wood & Scotland	10794818	species	Q16
Ipomoea mucronifolia J.R.I.Wood & Scotland	77148122-1	J.R.I.Wood & Scotland	10829312	species	Q16
